Id,AyahText,SurahNo,AyahNumber,Comment
5539,"Мискинни тўйдирмасдик,",74,44,
5540,"Шўнғиганлар билан шўнғирдик,",74,45,
5541,"Дин Кунини инкор этардик,",74,46,
5542,То аниқ келувчи/ўлим келгунича шундай эдик.,74,47,
5543,Шафоатчиларнинг шафоати уларга фойда бермайди энди.,74,48,
5544,Нега улар Эслатмадан юз ўгирмоқдалар?,74,49,
5545,Худди ёввойи эшаклар,74,50,
5546,Арслондан қочгани каби.,74,51,
5547,"Аксинча, уларнинг ҳар бири ўзига айри битиклар берилишини истайди.",74,52,
5548,Йўқ асло! Улар Охиратдан қўрқаётгани йўқ.,74,53,
5549,Йўқ асло! Бу бир Эслатма холос.,74,54,
5550,Ким истаса ундан ўгит/эслатма олади.,74,55,
5551,"Аллоҳ истмагунча, улар истамайдилар. У тақво ва кечирим аҳлидир.",74,56,
5552,"Йўқ! Қиёмат куни билан қасам,",75,1,
5553,Йўқ! Ўз-ўзини койиган жон билан қасам.,75,2,
5554,"Наҳотки, инсон суякларини жамламаймиз деб ўйлайди?",75,3,
5555,"Аксинча, Биз унинг бармоқ учларини ҳам тенг келтиришга қодирмиз.",75,4,
5556,"Аксинча, инсон давомли маъсият ила келажагини вайрон этмоқ истайди.",75,5,
5557,“Қани қачон бу Қиёмат куни?” дея сўраб туради.,75,6,
5558,- Зеҳнлар булғанганда!,75,7,
5559,Ой тутилганда!,75,8,
5560,Қуёш ва Ой туташганда!,75,9,
5561,Ана шунда инсон дейдики: “Қочиш қай тарафга?”,75,10,
5562,"Йўқ, ҳеч қандай паноҳ йўқ,",75,11,
5563,У Кунги сўнгги манзил - ёлғиз Раббинг тарафга.,75,12,
5564,Инсон тақдим этгани ва тарк этгани ўзига билдирилади.,75,13,
5565,"Ҳақиқатан, инсон ўзига қарши гувоҳдир,",75,14,
5566,Қанча баҳоналар келтирмоқ истаса ҳам.,75,15,
5567,Тилингни бурма у* билан. (узр-баҳоналар - 75:15),75,16,
5568,"Уни* жамлаб, тамомига етказиш Бизга ҳавола. (суякларни - 75:3-4)",75,17,
5569,"Қачонки уни тамомига етказсак*, унинг тамомига эргашгин. (*оятда Қироат - Иқро ўзагининг маъноси - бутунлаштириб, янги тирикни вужудга келтириш 96:1)",75,18,
5570,кейин уни* баён этиш ҳам Бизга ҳавола. (*Инсоннинг барча амалини - 75:13),75,19,
5571,"Йўқ! Сиз тез ва ўткинчини яхши кўрасиз,",75,20,
5572,Охиратни бепарво тарк этасиз.,75,21,
5573,"У Кунда ёруғ юзлар бор,",75,22,
5574,Раббига нозиру-мунтазир.,75,23,
5575,У Кунда ғуборли юзлар бор.,75,24,
5576,Ўта оғир муомалага кўзи етади.,75,25,
5577,"Йўқ! Жон халқумга келганида,",75,26,
5578,"“Йўқми бирор куф-суфчи?” дейилганда,",75,27,
5579,"Буёғи айрилиқ эканини англайди,",75,28,
5580,Болдир болдирга чалмашади.,75,29,
5581,У Кунда йўналиш ёлғиз Раббинг ҳузурига.,75,30,
5582,"Йўқ! У тасдиқ этмади, эргашмади,",75,31,
5583,"Лекин инкор этди, юз ўгирди.",75,32,
5584,Сўнг гердайиб аҳлига қайтди.,75,33,
5585,Ҳолингга вой сенинг! Ҳолингга вой!,75,34,
5586,Яна ҳолингга вой сенинг! Ҳолингга вой!,75,35,
5587,"Наҳот инсон қаровсиз ташлаб қўйилади, деб ўйлайди?",75,36,
5588,Ахир у тўкилган бир томчи эмасмиди?,75,37,
5589,"Сўнг алақа эди, уни яратди ва тўкис айлади.",75,38,
5590,"Ундан икки жуфтни - эркакни ва аёлни - яратди,",75,39,
5591,"Бундай Зот, ўликларни ҳам тирилтиришга ҳеч қодир эмасми?",75,40,
5592,Инсон учун эсланишга арзимас даврлар ўтиб кетмадими? (57:16),76,1,
5593,"Биз инсонни қоришиқ нутфадан яратдик ва унга эшитиш, кўриш неъмати бердик.",76,2,
5594,"Биз унга Йўл кўрсатдик: у ё шукр қилсин, ё нонкўрлик дея.",76,3,
5595,"Биз кофирлар учун занжирлар, темир ҳалқалар ва қизиган оташ тайёрлаб қўйдик.",76,4,
5596,Яхшилар эса кофур* ила қоришган косадан ичадилар. (*Кофур - ичимликни хушбўй ва хуштаъм қилувчи қоришма),76,5,
5597,"Бир чашма пишқиртириб оқади, ундан фақат Аллоҳнинг қуллари ичади,",76,6,
5598,Улар назрларига вафо қилганлар ва ҳар тарафга ёмонлик сочувчи Кундан қўрққанлар.,76,7,
5599,"Ўзлари муҳтож бўла туриб, муҳтожни, етимни ва асирни тўйдирганлар.",76,8,
5600,“Сизларни фақат Аллоҳнинг Юзи учун тўйдирамиз - сиздан бирор эваз ёки миннатдорлик истамаймиз.,76,9,
5601,Биз ўша шафқатсиз оғир Кундан Раббимизга тақво қиламиз”.,76,10,
5602,"Аллоҳ уларни ўша Куннинг ёмонлигидан асради, ва уларни юзи ёруғ қилди ва севинч ато этди.",76,11,
5603,Сабр этганлари учун уларнинг мукофоти - Жаннат боғлари ва Ҳарир/ипак либослар!,76,12,
5604,"Унда сўриларда, ёстиқларда ёнбошлаган ҳолда. Унда жазирама ҳам, қаҳратон ҳам кўрмайдилар.",76,13,
5605,"Жаннат соялари уларга яқин қилинган, мевалари эгилган,",76,14,
5606,"Ёнларида кумуш қадаҳ, биллур қадаҳ айлантирилади,",76,15,
5607,"Шундай кумуш қадаҳларки, истаган миқдорда ўлчаб ичаверадилар,",76,16,
5608,"Уларга унда аралашмаси занжабил бўлган қадаҳлардан ичирилади,",76,17,
5609,"Бир фаввора/чашмаки, номи Салсабил,",76,18,
5610,"Атрофларида мудом навқирон ёшлар хизматда, уларни кўрсанг, сочилган инжу дейсан.",76,19,
5611,"Қаерга кўзинг тушмасин, неъмат ва буюк мулк/эгалик кўргайсан унда.",76,20,
5612,Устларида яшил ипакдан юпқа ва қалин кийимлари бор. Кумуш билакузуклар тақишган. Рабби уларга покиза ичимлик ичгизган.,76,21,
5613,Сизнинг ажр-мукофотингиз ана шу. Сайъ-ҳаракатингиз зое кетмади!,76,22,
