"No","Text","Izohli","SurahNo","AyahNo"
"89:11",Улар шаҳарларда ҳаддидан ошдилар/Туғёнга ботдилар,"",,
"89:12",У ерда бузғунчиликни зиёда қилдилар.,"",,
"89:13",Раббинг уларнинг бошига азоб қамчисини ёғдирди.,"",,
"89:14",Зеро Раббинг барча нарсани кўриб кузатиб туради.,"",,
"89:15","Инсонга Рабби иззат-икром кўрсатса, синов учун неъмат ато этса, дейдики: “Раббим мени мукаррам айлади”.","",,
"89:16","Аммо, қачонки Рабби синов учун унинг ризқини ўлчовли қилса, дейдики: “Раббим мени хор* айлади”. (*”Кимга бойлик ва давлат берса демак уни яхши кўради, ўша ҳаққ, муминлар ҳаққ бўлганда хор бўлмасди”, деган ботил эътиқод)","",,
"89:17","Йўқ, аксинча! Сиз ўзингиз етимга иззат-икром кўрсатмайсиз.","",,
"89:18",Мискинни тўйдиришга ташвиқ этмайсиз.,"",,
"89:19",Меросни ҳирс-ла еб тугатасиз.,"",,
"89:20",Бойликни яхши кўриш сизда чексиз-чегарасиз.,"",,
"89:21","Аммо йўқ! Қачонки Ер кетма-кет силкиниб текис қилинганда,","",,
"89:22",Раббинг ва саф тортиб Малак* келганида. (*Малак - куч эгаси. Зикр этилган азоб қамчиси - 89:13),"",,
"89:23","Ана ўша Кунда жаҳаннам келтирилади. У Кунда инсон эслайди, лекин унинг эслашидан энди нима наф?","",,
"89:24",“Эҳ кошкийди ҳаётимга ҳозирлик кўрсам!” дейди.,"",,
"89:25",У Кунда унинг тортган азобини бошқа ҳеч ким тортмайди.,"",,
"89:26",Уни боғлаганидек бошқа ҳеч кимни боғлашмайди.,"",,
"89:27",Эй ҳузур-ҳаловат топган жон! (13:28),"",,
"89:28","Бу Кун рози бўлган, розилик топган ҳолда Роббингга қайтгин. (9:100; 98:8)","",,
"89:29",Қулларим қаторига киргин! (4:69),"",,
"89:30",Менинг жаннатимга киргин! (36:26),"",,
"90:1","Йўқ! Мана шу шаҳарга қасам,","",,
"90:2",Сенга ҳалол бу шаҳар.,"",,
"90:3","Ота ҳамда унинг авлодларига қасамки,","",,
"90:4",Инсон қийналиш ичра яралган.,"",,
"90:5","Наҳотки инсон ўзидан-да қодирроқ ҳеч ким йўқ, деб ўйлайди?","",,
"90:6",Дейдики: “Жуда кўп мол-бойлик йўқотдим”.,"",,
"90:7","Наҳотки уни кўриб турган ҳеч ким йўқ, деб ўйлайди?","",,
"90:8-9","Ахир бермадикми унга икки кўз, икки лаб ва тил?","",,
"90:8-9","Ахир бермадикми унга икки кўз, икки лаб ва тил?","",,
"90:10","Ва Икки Довон йўлини кўрсатиб қўйдик-ку,","",,
"90:11",У эса Довон ошишга киришмади.,"",,
"90:12","Довон ошиш нима, биласанми?","",,
"90:13",Бўйинтуруқни ечиш/қулни озод қилиш (2:286; 4:25; 12:39-42; 79:24),"",,
"90:14","Ёки очлик куни очни тўйдириш,","",,
"90:15","Яқиндаги етим/ҳимоясизни,","",,
"90:16",Ёки йиқилган очни/ишсизни;,"",,
"90:17"," Сўнг имон келтирган ва ўзаро сабрни тавсия этган ва раҳм-шафқатни тавсия этганлардан бўлиш, (*етимга қараш ва очни тўйдириш, имон келтириш ва даъватлардан ҳам олдин зикр этилмоқда).",*,,
"90:18",Ана шундайлар Ўнг тараф аҳли. (56:8),"",,
"90:19","Оятларимизни рад этганлар эса зиллат ва хорлик топади, (17:71)","",,
"90:20",Устларидан қулфланган Оташ бўлади!,"",,
"91:1","Қуёш ва унинг ёритгани,","",,
"91:2","Ой ва унинг Қуёшни таъқиб этгани,","",,
"91:3","Кундуз ва унда борлиқнинг ёритилгани,","",,
"91:4","Тун ва унда зулматнинг чўккани,","",,
"91:5","Само ва унинг бино этилгани,","",,
"91:6","Ер ва унинг текис тўшалгани, (79:30)","",,
"91:7","Тирик жон/инсоннинг ўзлиги, унинг мутаносиб яратилгани, (82:7-8)","",,
"91:8",Унга гуноҳ ва тақво нима экани илҳом этилгани.,"",,
"91:9","Ким уни/ўзлигини поклаган бўлса, нажот топди/муродига етишибди,","",,
"91:10",Ким уни булғаб қулатган бўлса ютқазибди.,"",,
"91:11",Самуд Туғёнга ботгани боис ёлғонга чиқарди.,"",,
"91:12","Мана, орасидан энг бадбахти чиқди.","",,
"91:13",Аллоҳнинг Расули уларга деди: “Аллоҳнинг туяси! Унинг ичиши!”,"",,
"91:14","Уни ёлғон санашди, туяни бўғизлашди. Гуноҳлари сабабли Рабби уларни йўқ қилди,","",,
"91:15",Бунинг оқибатидан асло чўчимайди.,"",,
"92:1","Туннинг зулмат қоплагани,","",,
"92:2","Кундуз борлиқни ёритгани,","",,
"92:3",Эркак ва аёлнинг яратилгани.,"",,
"92:4",Ишларингиз хилма-хил/натижаси турлича:,"",,
"92:5","Ким инфоқ этса, тақво қилса,","",,
"92:6","Гўзал Оқибатни тасдиқ этса,","",,
"92:7",Биз уни қулайликка муяссар айлаймиз.,"",,
"92:8","Ким бахиллик қилса, бойликка ружуъ қўйса,","",,
"92:9","Гўзал Оқибатни ёлғон санаса,","",,
"92:10","Ўзимиз уни қийинликка муяссар айлаймиз,","",,
"92:11","Охирги қулашида, моли унга асқотмайди.","",,
"92:12","Тўғри Йўлга йўллаш, бу Бизнинг қўлимизда.","",,
"92:13","Охират ҳам, Дунё ҳам, Бизнинг қўлимизда.","",,
"92:14",Сизни Қиздирилган Оташдан огоҳ этдим. (70:15),"",,
"92:15","Унга энг бадбахтлар киради,","",,
"92:16",Улар ёлғон санаган ва юз ўгирганлар.,"",,
"92:17","Тақвода устун бўлганлар ундан узоқ қилинади,","",,
"92:18","Улар покланиш учун молидан берган,","",,
"92:19","Ҳеч кимдан эваз умид қилмасдан,","",,
"92:20",Балки барча эваздан Олийроқ - Аллоҳнинг Юзи учун берганлар.,"",,
"92:21",Тез кунда улар рози бўлади/бунга эришади.,"",,
"93:1","Чошгоҳ,","",,
"93:2",Сокинлашган Тун...,"",,
"93:3","Раббинг сени тарк этмади, сендан норози ҳам бўлмади.","",,
"93:4",Сенинг учун келажак ўтмишдан яхшироқдир.,"",,
"93:5","Раббинг яқинда бергай, сен ҳам рози бўлгайсан.","",,
"93:6","У сени етим топиб, бошпана бермадими?","",,
"93:7","ҳам хато йўлда топиб, Ҳақ Йўлга солмадими?","",,
"93:8","У сени муҳтож топиб, бой қилиб қўймадими?","",,
"93:9","Шундай экан, етимни/ҳимоясизни ҳеч қачон эзмагин,","",,
"93:10",Сўрагувчига ҳеч қачон озор бермагин,"",,
"93:11","Аммо Раббингнинг неъматини таҳдис эт*, (*Моддий неъматини инфоқ этиш; Маънавий неъматини етказиш, баён этиш)","",,
"94:1",Биз сенинг дилингни кенг қилмадикми?,"",,
"94:2",Юкингдан халос этмадикми?,"",,
"94:3",Белингни букаёзган юкдан!,"",,
"94:4",Зикрингни ҳам юксалтирдик!,"",,
"94:5","Албатта, ҳар қийинлик билан бирга енгиллик ҳам бор.","",,
"94:6",Ҳар қийинлик билан бирга енгиллик ҳам бор.,"",,
"94:7","Бир ишдан фориғ бўлгач, янгисига йўналгин.","",,
"94:8","Раббингга рағбат айла, ёлғиз Ундан сўрагин.","",,
"95:1",Анжир ва Зайтун.,"",,
"95:2",Синайн Тоғи.,"",,
"95:3",Мана шу омонлик шаҳри.,"",,
"95:4","Инсонни энг яхши шаклда яратдик,","",,
"95:5","Охирида тубанларнинг тубанига қайтардик,","",,
